group,feature,weight
New People's Army (NPA),region southeast,0.7523262642557124
New People's Army (NPA),southeast,0.7496719159327061
New People's Army (NPA),suspected new,0.597681081253719
New People's Army (NPA),davao,0.5076895935911232
New People's Army (NPA),the npa,0.49901853014566405
New People's Army (NPA),army communist,0.4513971351131111
New People's Army (NPA),rebels,0.3806107103722029
New People's Army (NPA),compostela,0.3791116166309579
New People's Army (NPA),valley,0.3761635820817864
New People's Army (NPA),of philippines,0.3621198819927516
New People's Army (NPA),npa rebels,0.35922254432505496
New People's Army (NPA),compostela valley,0.3541024600052366
New People's Army (NPA),oriental,0.34785059555115777
New People's Army (NPA),that new,0.34423814476539455
New People's Army (NPA),samar,0.3326038075855214
New People's Army (NPA),cell site,0.32314499079846093
New People's Army (NPA),army militants,0.32173331941185623
Palestinian Extremists,palestinian,3.0514058842891587
Palestinian Extremists,palestinian extremists,2.480606413401976
Palestinian Extremists,palestinian extremist,1.9650811159525334
Palestinian Extremists,extremist,1.6082667855482566
Palestinian Extremists,to palestinian,1.470420936703449
Palestinian Extremists,israel,1.1666878208358895
Palestinian Extremists,extremists,1.05692920035963
Palestinian Extremists,west bank,1.0213392499796081
Palestinian Extremists,bank,0.9902437242626538
Palestinian Extremists,israel attack_type,0.9729180377338091
Palestinian Extremists,country israel,0.9729180377338091
Palestinian Extremists,2008 palestinians,0.8070587718848418
Palestinian Extremists,west,0.7530713788616213
Palestinian Extremists,palestinians,0.7243192029309655
Palestinian Extremists,settlement of,0.7123940162268696
Palestinian Extremists,assailant,0.7022710525247262
Palestinian Extremists,gaza fired,0.6248434779141747
Palestinian Extremists,that hit,0.6221633692012285
Palestinian Extremists,2008 03,0.607982723191582
Palestinian Extremists,southern israel,0.5973197685309545
Palestinian Extremists,an israeli,0.5970729090219667
Palestinian Extremists,haifa,0.5439565132071067
Palestinian Extremists,israel the,0.5358480708505664
Palestinian Extremists,hit,0.5226302673288218
Palestinian Extremists,extremist claimed,0.5160219610512313
Palestinian Extremists,as palestinian,0.5045044566887181
Palestinian Extremists,2012,0.48368003408713234
Palestinian Extremists,2012 11,0.48139857336300634
Palestinian Extremists,synagogue in,0.47490066556254407
Palestinian Extremists,of palestinian,0.47219530512572316
Palestinian Islamic Jihad (PIJ),islamic jihad,3.430308741670878
Palestinian Islamic Jihad (PIJ),jihad,2.958105846202001
Palestinian Islamic Jihad (PIJ),quds,2.0551521627719582
Palestinian Islamic Jihad (PIJ),al quds,1.8087753423787494
Palestinian Islamic Jihad (PIJ),palestinian islamic,1.7074859885523932
Palestinian Islamic Jihad (PIJ),quds brigades,1.5318931184541524
Palestinian Islamic Jihad (PIJ),pij,1.515700766361593
Palestinian Islamic Jihad (PIJ),jihad claimed,1.2890836577983993
Palestinian Islamic Jihad (PIJ),jihad pij,1.2183292584964043
Palestinian Islamic Jihad (PIJ),pij claimed,1.0051477397499768
Palestinian Islamic Jihad (PIJ),islamic,0.8692199606283305
Palestinian Islamic Jihad (PIJ),israel,0.8371168203957441
Palestinian Islamic Jihad (PIJ),rocket,0.7229805831583018
Palestinian Islamic Jihad (PIJ),jihad movement,0.7094009816584164
Palestinian Islamic Jihad (PIJ),ashkelon,0.6924504933982256
Palestinian Islamic Jihad (PIJ),rocket attacks,0.6045058553468833
Palestinian Islamic Jihad (PIJ),in gaza,0.5395983697944526
Palestinian Islamic Jihad (PIJ),three israeli,0.5249210200877389
Palestinian Islamic Jihad (PIJ),palestinian militants,0.5147063246794759
Palestinian Islamic Jihad (PIJ),2007,0.49739185664625063
Palestinian Islamic Jihad (PIJ),for firing,0.48470702092981277
Palestinian Islamic Jihad (PIJ),israeli,0.4809088320569622
Palestinian Islamic Jihad (PIJ),jerusalem the,0.4649229005337753
Palestinian Islamic Jihad (PIJ),israel attack_type,0.46273021547479026
Palestinian Islamic Jihad (PIJ),country israel,0.46273021547479026
Palestinian Islamic Jihad (PIJ),jihad group,0.4566103053978974
Palestinian Islamic Jihad (PIJ),four rockets,0.45474742284401837
Palestinian Islamic Jihad (PIJ),temple,0.42402296931395667
Palestinian Islamic Jihad (PIJ),fired four,0.4206298519338415
Palestinian Islamic Jihad (PIJ),rockets launched,0.4132369788177289
Revolutionary Armed Forces of Colombia (FARC),farc,2.427553573691103
Revolutionary Armed Forces of Colombia (FARC),colombia,2.3499580517173273
Revolutionary Armed Forces of Colombia (FARC),the revolutionary,2.1217617719842647
Revolutionary Armed Forces of Colombia (FARC),revolutionary armed,1.151295750973877
Revolutionary Armed Forces of Colombia (FARC),colombia attack_type,1.1088104894765227
Revolutionary Armed Forces of Colombia (FARC),country colombia,1.1088104894765227
Revolutionary Armed Forces of Colombia (FARC),south america,1.1072635572777343
Revolutionary Armed Forces of Colombia (FARC),revolutionary,1.0858377514205766
Revolutionary Armed Forces of Colombia (FARC),colombia farc,1.0184310225882691
Revolutionary Armed Forces of Colombia (FARC),armed forces,0.9391978588317718
Revolutionary Armed Forces of Colombia (FARC),america country,0.930810302489198
Revolutionary Armed Forces of Colombia (FARC),america,0.9192398835954739
Revolutionary Armed Forces of Colombia (FARC),forces of,0.9102154934956199
Revolutionary Armed Forces of Colombia (FARC),armadas,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),fuerzas armadas,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),fuerzas,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),revolucionarias,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),revolucionarias de,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),armadas revolucionarias,0.8881571212594596
Revolutionary Armed Forces of Colombia (FARC),department,0.8834995730002858
Revolutionary Armed Forces of Colombia (FARC),colombian,0.8724523769032068
Revolutionary Armed Forces of Colombia (FARC),de colombia,0.865292931250868
Revolutionary Armed Forces of Colombia (FARC),the fuerzas,0.7443297895015182
Revolutionary Armed Forces of Colombia (FARC),department colombia,0.7426525426198702
Revolutionary Armed Forces of Colombia (FARC),huila,0.5759972177183226
Revolutionary Armed Forces of Colombia (FARC),2014,0.5619420186771963
Revolutionary Armed Forces of Colombia (FARC),the farc,0.5393651750557765
Revolutionary Armed Forces of Colombia (FARC),de,0.5287062051779522
Revolutionary Armed Forces of Colombia (FARC),farc rebels,0.5234347408833773
Revolutionary Armed Forces of Colombia (FARC),forces,0.5128085308593111
Revolutionary Armed Forces of Colombia (FARC) dissidents,farc dissidents,3.788727927274067
Revolutionary Armed Forces of Colombia (FARC) dissidents,dissidents,3.788727927274067
Revolutionary Armed Forces of Colombia (FARC) dissidents,dissidents claimed,1.1385367581978447
Revolutionary Armed Forces of Colombia (FARC) dissidents,farc dissident,1.0739661515954702
Revolutionary Armed Forces of Colombia (FARC) dissidents,2019,1.0027441268787198
Revolutionary Armed Forces of Colombia (FARC) dissidents,to revolutionary,0.915834854371813
Revolutionary Armed Forces of Colombia (FARC) dissidents,2020,0.8594553116245205
Revolutionary Armed Forces of Colombia (FARC) dissidents,front revolutionary,0.8349004469299431
Revolutionary Armed Forces of Colombia (FARC) dissidents,dissident,0.752815603602453
Revolutionary Armed Forces of Colombia (FARC) dissidents,2018,0.7010232017913716
Revolutionary Armed Forces of Colombia (FARC) dissidents,near national,0.6968448733504061
Revolutionary Armed Forces of Colombia (FARC) dissidents,2017,0.6740193244187402
Revolutionary Armed Forces of Colombia (FARC) dissidents,colombia,0.5889252633474344
Revolutionary Armed Forces of Colombia (FARC) dissidents,farc,0.5854958351027472
Revolutionary Armed Forces of Colombia (FARC) dissidents,colombia farc,0.5558026675815269
Revolutionary Armed Forces of Colombia (FARC) dissidents,revolutionary,0.5379565053379652
Revolutionary Armed Forces of Colombia (FARC) dissidents,revolutionary armed,0.5271706469731697
Revolutionary Armed Forces of Colombia (FARC) dissidents,godoy,0.5266312308888949
Revolutionary Armed Forces of Colombia (FARC) dissidents,oliver,0.5119277823115933
Revolutionary Armed Forces of Colombia (FARC) dissidents,cauca colombia,0.50122143282218
Revolutionary Armed Forces of Colombia (FARC) dissidents,forces of,0.49810366252841864
Revolutionary Armed Forces of Colombia (FARC) dissidents,year 2019,0.4957580695413042
Revolutionary Armed Forces of Colombia (FARC) dissidents,arauca,0.47679230902431335
Revolutionary Armed Forces of Colombia (FARC) dissidents,armed forces,0.46282170973458103
Revolutionary Armed Forces of Colombia (FARC) dissidents,dissidents and,0.44823343631260276
Revolutionary Armed Forces of Colombia (FARC) dissidents,armando,0.44362337635074467
Revolutionary Armed Forces of Colombia (FARC) dissidents,guaviare colombia,0.4379593211529534
Revolutionary Armed Forces of Colombia (FARC) dissidents,the 1st,0.4177188958662642
Revolutionary Armed Forces of Colombia (FARC) dissidents,colombia patrol,0.41484315431505586
Revolutionary Armed Forces of Colombia (FARC) dissidents,arauca colombia,0.41123508409685805
Runda Kumpulan Kecil (RKK),rkk,1.9033270051017221
Runda Kumpulan Kecil (RKK),kecil,1.8149838033131962
Runda Kumpulan Kecil (RKK),runda,1.8149838033131962
Runda Kumpulan Kecil (RKK),kecil rkk,1.6160426334537938
Runda Kumpulan Kecil (RKK),runda kumpulan,1.5608412287931193
Runda Kumpulan Kecil (RKK),kumpulan kecil,1.5608412287931193
Runda Kumpulan Kecil (RKK),kumpulan,1.5495389431113489
Runda Kumpulan Kecil (RKK),thailand,0.7924851660578263
Runda Kumpulan Kecil (RKK),the runda,0.5763845129814896
Runda Kumpulan Kecil (RKK),suspected runda,0.5569498278190177
Runda Kumpulan Kecil (RKK),rkk was,0.5401997603946441
Runda Kumpulan Kecil (RKK),thai,0.5201602108489168
Runda Kumpulan Kecil (RKK),to runda,0.4744310500123406
Runda Kumpulan Kecil (RKK),that runda,0.42833020792263127
Runda Kumpulan Kecil (RKK),suspected separatist,0.42503435209490215
Runda Kumpulan Kecil (RKK),year old,0.4128633939612994
Runda Kumpulan Kecil (RKK),the pattani,0.411438113764866
Runda Kumpulan Kecil (RKK),yala thailand,0.3775505577449105
Runda Kumpulan Kecil (RKK),yala,0.3587968720484147
Runda Kumpulan Kecil (RKK),bank was,0.3554465231594273
Runda Kumpulan Kecil (RKK),ustaz,0.34513970569655134
Runda Kumpulan Kecil (RKK),old,0.34372782578619243
Runda Kumpulan Kecil (RKK),southern thailand,0.3239022364185803
Runda Kumpulan Kecil (RKK),muang,0.3217126016107329
Runda Kumpulan Kecil (RKK),of runda,0.3171457725543801
Runda Kumpulan Kecil (RKK),branch of,0.31434314404239566
Runda Kumpulan Kecil (RKK),to yala,0.31359439394627625
Runda Kumpulan Kecil (RKK),country thailand,0.30411822594202226
Runda Kumpulan Kecil (RKK),thailand attack_type,0.30411822594202226
Runda Kumpulan Kecil (RKK),kecil militants,0.30116069474025925
Salafist Group for Preaching and Fighting (GSPC),gspc,1.7875470826998754
Salafist Group for Preaching and Fighting (GSPC),group for,1.7550203122695938
Salafist Group for Preaching and Fighting (GSPC),salafist group,1.4857226194628788
Salafist Group for Preaching and Fighting (GSPC),preaching and,1.4796883340906788
Salafist Group for Preaching and Fighting (GSPC),for preaching,1.4796883340906788
Salafist Group for Preaching and Fighting (GSPC),preaching,1.4723822898778092
Salafist Group for Preaching and Fighting (GSPC),salafist,1.4350606081726438
Salafist Group for Preaching and Fighting (GSPC),and fighting,1.283918260751938
Salafist Group for Preaching and Fighting (GSPC),the salafist,1.2568120701675838
Salafist Group for Preaching and Fighting (GSPC),fighting gspc,1.1751843210600426
Salafist Group for Preaching and Fighting (GSPC),fighting,1.0793046380385742
Salafist Group for Preaching and Fighting (GSPC),and combat,0.6722181200922228
Salafist Group for Preaching and Fighting (GSPC),combat,0.5711754622755795
Salafist Group for Preaching and Fighting (GSPC),combat gspc,0.528709479863247
Salafist Group for Preaching and Fighting (GSPC),salafi group,0.522781648693255
Salafist Group for Preaching and Fighting (GSPC),algeria,0.5105796707350403
Salafist Group for Preaching and Fighting (GSPC),salafi,0.4660700908991727
Salafist Group for Preaching and Fighting (GSPC),call and,0.4520545771728869
Salafist Group for Preaching and Fighting (GSPC),for call,0.4520545771728869
Salafist Group for Preaching and Fighting (GSPC),algeria attack_type,0.40887735128907077
Salafist Group for Preaching and Fighting (GSPC),country algeria,0.40887735128907077
Salafist Group for Preaching and Fighting (GSPC),algiers algeria,0.38495896285522857
Salafist Group for Preaching and Fighting (GSPC),2006,0.38467475078076585
Salafist Group for Preaching and Fighting (GSPC),algiers,0.38259532051217493
Salafist Group for Preaching and Fighting (GSPC),group,0.3265928386582736
Salafist Group for Preaching and Fighting (GSPC),was forthcoming,0.3201732270002894
Salafist Group for Preaching and Fighting (GSPC),army no,0.3201732270002894
Salafist Group for Preaching and Fighting (GSPC),in neighborhood,0.3190564005109266
Salafist Group for Preaching and Fighting (GSPC),housing compound,0.31027253216402767
Salafist Group for Preaching and Fighting (GSPC),forthcoming,0.3070386070500833
Separatists,separatists,5.893038995579115
Separatists,to separatists,3.3145856059294307
Separatists,west cameroon,1.8160642982021113
Separatists,thailand,1.7898379779988327
Separatists,separatist,1.6637104381423864
Separatists,cameroon,1.5100726626944792
Separatists,separatists claimed,1.1513001239971903
Separatists,country thailand,0.9852759445660101
Separatists,thailand attack_type,0.9852759445660101
Separatists,north west,0.9015586835601277
Separatists,west,0.8788606435121045
Separatists,south west,0.8647686455198186
Separatists,separatists were,0.8381848608274963
Separatists,that separatists,0.7957344824883084
Separatists,of separatists,0.7572869875259229
Separatists,country cameroon,0.7481250206519414
Separatists,cameroon attack_type,0.7481250206519414
Separatists,taiwan,0.7471665933574031
Separatists,province thailand,0.7127085477514558
Separatists,by separatists,0.5944872978459167
Separatists,kashmiri,0.5935434395482541
Separatists,indonesia,0.5837368170109047
Separatists,narathiwat,0.5630853703653697
Separatists,nationalist,0.5627684926516515
Separatists,separatist militants,0.5211501699820548
Separatists,yemen two,0.504266965732444
Separatists,kashmir state,0.47567968798306426
Separatists,yala province,0.4708173682898971
Separatists,pattani,0.46967325877978355
Separatists,separatist rebels,0.4688777734868227
Sinai Province of the Islamic State,sinai,2.796373877134674
Sinai Province of the Islamic State,sinai province,2.4467751043016155
Sinai Province of the Islamic State,the sinai,2.0073178545585098
Sinai Province of the Islamic State,province of,1.6146674594060184
Sinai Province of the Islamic State,egypt,1.4185351713144645
Sinai Province of the Islamic State,province,0.7543548939919995
Sinai Province of the Islamic State,country egypt,0.7101002902376006
Sinai Province of the Islamic State,egypt attack_type,0.7101002902376006
Sinai Province of the Islamic State,state claimed,0.7038981719442732
Sinai Province of the Islamic State,the islamic,0.6874062936050778
Sinai Province of the Islamic State,islamic state,0.6836653378887012
Sinai Province of the Islamic State,of the,0.6535123904915446
Sinai Province of the Islamic State,state,0.5810681861024184
Sinai Province of the Islamic State,north sinai,0.5310560526108646
Sinai Province of the Islamic State,islamic,0.5169422975097121
Sinai Province of the Islamic State,tribe,0.39636482993461053
Sinai Province of the Islamic State,of,0.38359902129270623
Sinai Province of the Islamic State,egypt two,0.34160689882157136
Sinai Province of the Islamic State,cairo,0.3289754764447365
Sinai Province of the Islamic State,2015,0.32441463688326194
Sinai Province of the Islamic State,sinai egypt,0.3213090206240468
Sinai Province of the Islamic State,to the,0.3000435543160974
Sinai Province of the Islamic State,area arish,0.2938687633743584
Sinai Province of the Islamic State,egyptian,0.29133775500353265
Sinai Province of the Islamic State,27 2015,0.2838173738893559
Sinai Province of the Islamic State,10 27,0.27731564574532225
Sinai Province of the Islamic State,zagazig town,0.2750598053244856
Sinai Province of the Islamic State,in zagazig,0.2750598053244856
Sinai Province of the Islamic State,zagazig,0.2750598053244856
Sinai Province of the Islamic State,road area,0.2745145328945632
Sudan People's Liberation Movement in Opposition (SPLM-IO),south sudan,1.3009104589748997
Sudan People's Liberation Movement in Opposition (SPLM-IO),sudan,1.0638263574449585
Sudan People's Liberation Movement in Opposition (SPLM-IO),sudan people,0.9487329313926666
Sudan People's Liberation Movement in Opposition (SPLM-IO),splm,0.9478694122128598
Sudan People's Liberation Movement in Opposition (SPLM-IO),io,0.9478694122128598
Sudan People's Liberation Movement in Opposition (SPLM-IO),splm io,0.9478694122128598
Sudan People's Liberation Movement in Opposition (SPLM-IO),liberation movement,0.8888322363008151
Sudan People's Liberation Movement in Opposition (SPLM-IO),opposition splm,0.8888322363008151
Sudan People's Liberation Movement in Opposition (SPLM-IO),movement in,0.8662867054952105
Sudan People's Liberation Movement in Opposition (SPLM-IO),people liberation,0.8374722234427052
Sudan People's Liberation Movement in Opposition (SPLM-IO),in opposition,0.7858440821184479
Sudan People's Liberation Movement in Opposition (SPLM-IO),the sudan,0.7406378376582207
Sudan People's Liberation Movement in Opposition (SPLM-IO),opposition,0.7229343280257098
Sudan People's Liberation Movement in Opposition (SPLM-IO),country south,0.5880498406977414
Sudan People's Liberation Movement in Opposition (SPLM-IO),movement,0.551705002453672
Sudan People's Liberation Movement in Opposition (SPLM-IO),liberation,0.4171266540559443
Sudan People's Liberation Movement in Opposition (SPLM-IO),io claimed,0.34883793016330733
Sudan People's Liberation Movement in Opposition (SPLM-IO),people,0.28704882638732
Sudan People's Liberation Movement in Opposition (SPLM-IO),south,0.27112271207507627
Sudan People's Liberation Movement in Opposition (SPLM-IO),spla,0.27057791252926355
Sudan People's Liberation Movement in Opposition (SPLM-IO),state south,0.24265658238102783
Sudan People's Liberation Movement in Opposition (SPLM-IO),bentiu town,0.2329135064574795
Sudan People's Liberation Movement in Opposition (SPLM-IO),in bentiu,0.23005469911763068
Sudan People's Liberation Movement in Opposition (SPLM-IO),bentiu,0.23005469911763068
Sudan People's Liberation Movement in Opposition (SPLM-IO),jonglei,0.22867373490114096
Sudan People's Liberation Movement in Opposition (SPLM-IO),sudan this,0.22862067956899298
Sudan People's Liberation Movement in Opposition (SPLM-IO),april and,0.20326349316237366
Sudan People's Liberation Movement in Opposition (SPLM-IO),io which,0.19434180483255323
Sudan People's Liberation Movement in Opposition (SPLM-IO),south sudanese,0.19067688453146564
Sudan People's Liberation Movement in Opposition (SPLM-IO),15 2014,0.18987301710986548
Taliban,afghanistan,5.422924303579928
Taliban,taliban,3.211033900524507
Taliban,the taliban,3.071644020802232
Taliban,afghanistan attack_type,2.7721304106860587
Taliban,country afghanistan,2.7721304106860587
Taliban,taliban claimed,1.4680300772593855
Taliban,south asia,1.1710746210308394
Taliban,region south,1.012125493768967
Taliban,afghan,1.0034320552812706
Taliban,south,0.942618172517967
Taliban,province afghanistan,0.8955370427145547
Taliban,asia,0.8160766692643765
Taliban,asia country,0.8116578501297405
Taliban,kandahar,0.7641874165214894
Taliban,suspected taliban,0.630662415704233
Taliban,province,0.6023798633217693
Taliban,afghanistan this,0.5810004025982812
Taliban,to the,0.5668954032279683
Taliban,afghanistan assailants,0.5143146151049468
Taliban,afghanistan the,0.5077351371685892
Taliban,farah,0.486641364348857
Taliban,district,0.4773364542288635
Taliban,helmand,0.45315893933174367
Taliban,in afghanistan,0.4463954840839187
Taliban,ghazni,0.4407554242997119
Taliban,faryab,0.4047830086823733
Taliban,herat,0.39570647544189375
Taliban,khost,0.39039318363094444
Taliban,baghlan,0.3861574676773152
Taliban,taliban and,0.3854279840923748
Tehrik-i-Taliban Pakistan (TTP),pakistan,3.155692790284067
Tehrik-i-Taliban Pakistan (TTP),ttp,2.258924149550439
Tehrik-i-Taliban Pakistan (TTP),tehrik taliban,2.0984361711355084
Tehrik-i-Taliban Pakistan (TTP),tehrik,2.056238631868182
Tehrik-i-Taliban Pakistan (TTP),taliban pakistan,2.0467107138805924
Tehrik-i-Taliban Pakistan (TTP),taliban,1.9081370238331472
Tehrik-i-Taliban Pakistan (TTP),pakistan ttp,1.8576102877780498
Tehrik-i-Taliban Pakistan (TTP),ttp claimed,1.5155364197157206
Tehrik-i-Taliban Pakistan (TTP),country pakistan,1.4360223230990652
Tehrik-i-Taliban Pakistan (TTP),pakistan attack_type,1.4360223230990652
Tehrik-i-Taliban Pakistan (TTP),frontier pakistan,1.3132333205582922
Tehrik-i-Taliban Pakistan (TTP),west frontier,1.2326461607465675
Tehrik-i-Taliban Pakistan (TTP),north west,1.0889460143969858
Tehrik-i-Taliban Pakistan (TTP),frontier,0.9205391618043317
Tehrik-i-Taliban Pakistan (TTP),taliban was,0.7649172778579838
Tehrik-i-Taliban Pakistan (TTP),boys,0.7435831568154255
Tehrik-i-Taliban Pakistan (TTP),taliban militants,0.7398218859677598
Tehrik-i-Taliban Pakistan (TTP),punjab,0.7390004520761324
Tehrik-i-Taliban Pakistan (TTP),pro,0.6994675517903571
Tehrik-i-Taliban Pakistan (TTP),ttp and,0.6624189372362626
Tehrik-i-Taliban Pakistan (TTP),mohmand,0.647690210782188
Tehrik-i-Taliban Pakistan (TTP),pro taliban,0.6252512165280341
Tehrik-i-Taliban Pakistan (TTP),2009,0.601058969885116
Tehrik-i-Taliban Pakistan (TTP),orakzai federally,0.5951311659963694
Tehrik-i-Taliban Pakistan (TTP),waziristan,0.5704172694878221
Tehrik-i-Taliban Pakistan (TTP),destroyed,0.5681337825671245
Tehrik-i-Taliban Pakistan (TTP),militants,0.5678140861884036
Tehrik-i-Taliban Pakistan (TTP),pakistan assailants,0.5618345129516722
Tehrik-i-Taliban Pakistan (TTP),west,0.5531665180805666
Tehrik-i-Taliban Pakistan (TTP),mohmand federally,0.5511600151764984
Tribesmen,tribesmen,5.43771505929429
Tribesmen,to tribesmen,3.5428595777169902
Tribesmen,tribesman,1.5359018526381494
Tribesmen,tribesmen claimed,1.3399607195066858
Tribesmen,yemen,1.0999938127443156
Tribesmen,tribe,0.8893429192741461
Tribesmen,tribal,0.8531727274158044
Tribesmen,marib,0.8188087433616066
Tribesmen,sons,0.7942878657707111
Tribesmen,abida,0.7638168312959321
Tribesmen,2014 02,0.7169586117636194
Tribesmen,of state,0.7055488362716488
Tribesmen,pipeline,0.6887996302477262
Tribesmen,to tribal,0.6809355281127579
Tribesmen,in pakistan,0.649934178530079
Tribesmen,armed tribesmen,0.6289255297961668
Tribesmen,11 2012,0.6257300272475015
Tribesmen,1998,0.6198279916219305
Tribesmen,attackers shot,0.6159455548092604
Tribesmen,darfur sudan,0.6157294108991126
Tribesmen,coast province,0.6137109846770591
Tribesmen,engineers,0.6099995497112368
Tribesmen,oil,0.6066324568985174
Tribesmen,tribes,0.6056004380325078
Tribesmen,sudan,0.5980503626400773
Tribesmen,to armed,0.5953908682000818
Tribesmen,zawiya,0.5813467430647068
Tribesmen,set several,0.5756899289354133
Tribesmen,caused fire,0.5756453182097798
Tribesmen,tribal members,0.5722952483058427
Tripoli Province of the Islamic State,tripoli province,2.796948356699285
Tripoli Province of the Islamic State,the tripoli,2.459191641487189
Tripoli Province of the Islamic State,tripoli,2.2467695461457926
Tripoli Province of the Islamic State,sirte,1.4605481453533578
Tripoli Province of the Islamic State,province of,1.2313016888887045
Tripoli Province of the Islamic State,libya,1.1699029140991912
Tripoli Province of the Islamic State,misrata,0.7676909926455888
Tripoli Province of the Islamic State,sirte district,0.6612423834364105
Tripoli Province of the Islamic State,country libya,0.5806003074668555
Tripoli Province of the Islamic State,libya attack_type,0.5806003074668555
Tripoli Province of the Islamic State,province,0.5779202369464388
Tripoli Province of the Islamic State,islamic state,0.5234189867808814
Tripoli Province of the Islamic State,of the,0.5089287152135096
Tripoli Province of the Islamic State,the islamic,0.49707364670237747
Tripoli Province of the Islamic State,in sirte,0.4475028966296355
Tripoli Province of the Islamic State,islamic,0.43520734156019114
Tripoli Province of the Islamic State,sirte libya,0.4292953862220379
Tripoli Province of the Islamic State,state,0.38901187702518863
Tripoli Province of the Islamic State,misrata libya,0.3719672727451019
Tripoli Province of the Islamic State,two hostages,0.3542866458701215
Tripoli Province of the Islamic State,2016 no,0.3321895626202969
Tripoli Province of the Islamic State,and ibrahim,0.32593185314305
Tripoli Province of the Islamic State,have killed,0.3234568261761774
Tripoli Province of the Islamic State,july 23,0.32125323974175135
Tripoli Province of the Islamic State,sirte city,0.320637021206636
Tripoli Province of the Islamic State,three christian,0.3076223179321022
Tripoli Province of the Islamic State,state claimed,0.3075990873924466
Tripoli Province of the Islamic State,assailants claimed,0.29955362889064424
Tripoli Province of the Islamic State,2016,0.29940172302520685
Tripoli Province of the Islamic State,2015 the,0.29531371083306485
United Liberation Front of Assam (ULFA),assam,2.7298642090696292
United Liberation Front of Assam (ULFA),united liberation,2.0660598514356905
United Liberation Front of Assam (ULFA),ulfa,1.8673216109308244
United Liberation Front of Assam (ULFA),of assam,1.7922497195419669
United Liberation Front of Assam (ULFA),liberation front,1.5119979611057166
United Liberation Front of Assam (ULFA),united,1.3486769686899787
United Liberation Front of Assam (ULFA),the united,1.032500398685749
United Liberation Front of Assam (ULFA),front of,1.0107481512771854
United Liberation Front of Assam (ULFA),liberation,1.0083005922297703
United Liberation Front of Assam (ULFA),suspected ulfa,0.9881034324011281
United Liberation Front of Assam (ULFA),tinsukia,0.7776726979405808
United Liberation Front of Assam (ULFA),asom,0.7764387164773912
United Liberation Front of Assam (ULFA),india,0.7621279006100427
United Liberation Front of Assam (ULFA),ulfa militants,0.7131728021588709
United Liberation Front of Assam (ULFA),front,0.7079558296514631
United Liberation Front of Assam (ULFA),assam ulfa,0.6605328962796464
United Liberation Front of Assam (ULFA),assam india,0.595215224141311
United Liberation Front of Assam (ULFA),front unlf,0.5833974898273653
United Liberation Front of Assam (ULFA),unlf,0.5833974898273653
United Liberation Front of Assam (ULFA),unlf perpetrators,0.5678540280966496
United Liberation Front of Assam (ULFA),united national,0.5664167594886406
United Liberation Front of Assam (ULFA),guwahati,0.55421572938637
United Liberation Front of Assam (ULFA),of asom,0.5513280210284942
United Liberation Front of Assam (ULFA),suspected united,0.5257734924368517
United Liberation Front of Assam (ULFA),india attack_type,0.495324129567933
United Liberation Front of Assam (ULFA),country india,0.495324129567933
United Liberation Front of Assam (ULFA),khagembam,0.47930090554853677
United Liberation Front of Assam (ULFA),rifles personnel,0.47930090554853677
United Liberation Front of Assam (ULFA),the assam,0.4274557183960577
United Liberation Front of Assam (ULFA),asom ulfa,0.40159384035205503
White supremacists/nationalists,white,2.937549472974111
White supremacists/nationalists,black,1.4849677615738828
White supremacists/nationalists,african american,1.2337213926540613
White supremacists/nationalists,african,1.0822352333547784
White supremacists/nationalists,white supremacist,1.0696662496344553
White supremacists/nationalists,supremacist,1.0696662496344553
White supremacists/nationalists,synagogue,0.9042150008981682
White supremacists/nationalists,church,0.8819258421124586
White supremacists/nationalists,united states,0.84343960454975
White supremacists/nationalists,1975,0.8123960661556647
White supremacists/nationalists,states,0.8085411040775071
White supremacists/nationalists,seattle,0.794751996644389
White supremacists/nationalists,american,0.7776893016343411
White supremacists/nationalists,north america,0.7663667943539244
White supremacists/nationalists,region north,0.7660594961958588
White supremacists/nationalists,chambers,0.7424745576446437
White supremacists/nationalists,oklahoma,0.7412191629266649
White supremacists/nationalists,statue,0.7326029552646846
White supremacists/nationalists,immigrant,0.7136983926874675
White supremacists/nationalists,firebombs at,0.7116146634543263
White supremacists/nationalists,states attack_type,0.7053300405675169
White supremacists/nationalists,white extremist,0.6992793131043986
White supremacists/nationalists,racial,0.6992604446977945
White supremacists/nationalists,states at,0.684108585496564
White supremacists/nationalists,united,0.6692037381890578
White supremacists/nationalists,chicago,0.6557760358886544
White supremacists/nationalists,university,0.6492629041687416
White supremacists/nationalists,country united,0.6460254204449878
White supremacists/nationalists,perpetrators detonated,0.6457766824173621
White supremacists/nationalists,gregory,0.6231407191527526
