group,feature,weight
Fulani extremists,nigeria,1.8624934960269435
Fulani extremists,extremists,1.2023936828881692
Fulani extremists,that fulani,1.0493493977248882
Fulani extremists,nigeria attack_type,0.9411685075819484
Fulani extremists,country nigeria,0.9411685075819484
Fulani extremists,militants,0.8693142843621104
Fulani extremists,of fulani,0.8394645362735782
Fulani extremists,benue,0.8265121350584138
Fulani extremists,plateau,0.6717697962853202
Fulani extremists,nasarawa,0.540348028217448
Fulani extremists,kaduna,0.4923889448458009
Fulani extremists,ondo,0.4784155458331434
Fulani extremists,plateau nigeria,0.4720834520739071
Fulani extremists,benue state,0.4574555885493556
Fulani extremists,ouaka,0.4434491061056499
Fulani extremists,fulani herdsmen,0.4408027851511675
Fulani extremists,herdsmen,0.4359028170375507
Fulani extremists,taraba,0.4198759305498276
Fulani extremists,nigeria this,0.41787355336248344
Fulani extremists,delta nigeria,0.41130316851158943
Fulani extremists,kaduna nigeria,0.4101255032351416
Fulani extremists,benue nigeria,0.4068454212575588
Fulani extremists,and boko,0.3835232147658697
Fulani extremists,militants and,0.37567660599985797
Fulani extremists,ghana,0.370158905232091
Fulani extremists,yamale,0.36386779384226453
Garo National Liberation Army,garo,2.346889240214295
Garo National Liberation Army,garo national,2.091656875460212
Garo National Liberation Army,meghalaya,1.8532428916352874
Garo National Liberation Army,the garo,1.4936266805536393
Garo National Liberation Army,national liberation,1.1679158641751959
Garo National Liberation Army,meghalaya state,1.0721384158586453
Garo National Liberation Army,gnla,1.06888953619007
Garo National Liberation Army,liberation army,1.0331821870624855
Garo National Liberation Army,meghalaya india,0.921772088440133
Garo National Liberation Army,national,0.7196906579071832
Garo National Liberation Army,sangma,0.6550708089911412
Garo National Liberation Army,army gnla,0.6388079472075966
Garo National Liberation Army,liberation,0.5632771979217628
Garo National Liberation Army,gnla militants,0.5602043979423625
Garo National Liberation Army,marak,0.49656897440797393
Garo National Liberation Army,army,0.4771596625757103
Garo National Liberation Army,india,0.42696177302695587
Garo National Liberation Army,coal,0.36334065212599365
Garo National Liberation Army,hills,0.35510860342771183
Garo National Liberation Army,village meghalaya,0.34717408856787146
Garo National Liberation Army,hills meghalaya,0.3432726204638776
Garo National Liberation Army,jain,0.33184617604178457
Garo National Liberation Army,state india,0.30628915094184017
Garo National Liberation Army,country india,0.2996591489907795
Garo National Liberation Army,india attack_type,0.2996591489907795
Garo National Liberation Army,in meghalaya,0.2949407305679466
Garo National Liberation Army,the constable,0.29031845829013114
Garo National Liberation Army,garo hills,0.28694099035470305
Garo National Liberation Army,that garo,0.27439310432429526
Garo National Liberation Army,reserve forest,0.26783820239001904
Gunmen,gunmen,2.6106574827113413
Gunmen,unidentified,2.1576946807303137
Gunmen,unidentified gunmen,2.0752264941433842
Gunmen,2011 unidentified,1.342289750861704
Gunmen,motive is,1.1750476613742193
Gunmen,guatemala,1.0754932171174745
Gunmen,2011 11,1.0216118320530807
Gunmen,2000,0.9898281954418489
Gunmen,gunmen attacked,0.9873930962317681
Gunmen,shot,0.9773029315922981
Gunmen,2001,0.9573136613579827
Gunmen,the assailants,0.9485913699403699
Gunmen,lejanias,0.939927613665045
Gunmen,unidentified assailants,0.9300497697432505
Gunmen,pandit,0.921725791613835
Gunmen,motive,0.8885252349601104
Gunmen,2002,0.8333716000642623
Gunmen,province algeria,0.8286930704744898
Gunmen,yugoslavia,0.8224937458608875
Gunmen,kosovo,0.7827566086384714
Gunmen,gunmen on,0.7472611960066677
Gunmen,is,0.7467364748152099
Gunmen,is unknown,0.7391566660275787
Gunmen,gunmen shot,0.7347167608812414
Gunmen,gunmen opened,0.7213222110668676
Gunmen,and specific,0.7055225526576638
Gunmen,driver,0.6991880285189684
Gunmen,shot and,0.692348853293171
Gunmen,muramatsu,0.6904199648740886
Gunmen,rodriguez,0.6669860990226978
Hamas (Islamic Resistance Movement),hamas,6.623219863201316
Hamas (Islamic Resistance Movement),hamas islamic,1.5780022087898122
Hamas (Islamic Resistance Movement),hamas claimed,1.5684090154602988
Hamas (Islamic Resistance Movement),islamic resistance,1.3345638368253951
Hamas (Islamic Resistance Movement),hamas and,1.2974754369079102
Hamas (Islamic Resistance Movement),of hamas,1.2861761269357914
Hamas (Islamic Resistance Movement),resistance movement,1.2156230477316008
Hamas (Islamic Resistance Movement),qassam brigades,1.1487881041737193
Hamas (Islamic Resistance Movement),al qassam,1.1437383934263345
Hamas (Islamic Resistance Movement),qassam,1.1272114976899523
Hamas (Islamic Resistance Movement),gaza,1.0518641251141407
Hamas (Islamic Resistance Movement),to hamas,0.9703969478405889
Hamas (Islamic Resistance Movement),israel,0.9605712725612678
Hamas (Islamic Resistance Movement),resistance,0.9151600308117291
Hamas (Islamic Resistance Movement),fatah,0.8047929545604214
Hamas (Islamic Resistance Movement),attack hamas,0.7253075856744046
Hamas (Islamic Resistance Movement),country israel,0.6705852914940363
Hamas (Islamic Resistance Movement),israel attack_type,0.6705852914940363
Hamas (Islamic Resistance Movement),erez,0.664435968834566
Hamas (Islamic Resistance Movement),hamas was,0.6552645175193608
Hamas (Islamic Resistance Movement),movement,0.6122103154589319
Hamas (Islamic Resistance Movement),palestine,0.5804147612371734
Hamas (Islamic Resistance Movement),country west,0.5581283839141471
Hamas (Islamic Resistance Movement),strip attack_type,0.5581283839141471
Hamas (Islamic Resistance Movement),strip occupied,0.5579001225164447
Hamas (Islamic Resistance Movement),brigades claimed,0.5568028409888897
Hamas (Islamic Resistance Movement),in jerusalem,0.5560968183036605
Hamas (Islamic Resistance Movement),erez crossing,0.5536699917772802
Hamas (Islamic Resistance Movement),israeli,0.5405134071025203
Hamas (Islamic Resistance Movement),hamas perpetrators,0.5196357313755073
Hay'at Tahrir al-Sham,tahrir al,1.836462232112862
Hay'at Tahrir al-Sham,tahrir,1.6612217445420523
Hay'at Tahrir al-Sham,hay at,1.6552122445480921
Hay'at Tahrir al-Sham,hay,1.5832031561183901
Hay'at Tahrir al-Sham,at tahrir,1.4982393321140999
Hay'at Tahrir al-Sham,sham,1.30077301836591
Hay'at Tahrir al-Sham,al sham,1.30077301836591
Hay'at Tahrir al-Sham,sham claimed,1.1995910032597967
Hay'at Tahrir al-Sham,syria,0.7615668635429442
Hay'at Tahrir al-Sham,attacks hay,0.6336179788703914
Hay'at Tahrir al-Sham,idlib syria,0.6249886570116518
Hay'at Tahrir al-Sham,sham and,0.5272015138521964
Hay'at Tahrir al-Sham,at,0.46404834454185306
Hay'at Tahrir al-Sham,kareem,0.4384225751804286
Hay'at Tahrir al-Sham,sharif,0.4329699495719689
Hay'at Tahrir al-Sham,hamah,0.34720401586056004
Hay'at Tahrir al-Sham,and al,0.32515713690213083
Hay'at Tahrir al-Sham,idlib,0.32026758048118525
Hay'at Tahrir al-Sham,sharif was,0.31294664859909066
Hay'at Tahrir al-Sham,al,0.30954936208476014
Hay'at Tahrir al-Sham,incidents in,0.30135210752983327
Hay'at Tahrir al-Sham,2020 08,0.30087225021968395
Hay'at Tahrir al-Sham,hayat tahrir,0.293884505050368
Hay'at Tahrir al-Sham,of other,0.2910415415996536
Hay'at Tahrir al-Sham,country syria,0.2802990603198708
Hay'at Tahrir al-Sham,syria attack_type,0.2802990603198708
Hay'at Tahrir al-Sham,also suspected,0.2734835762677154
Hay'at Tahrir al-Sham,hayat,0.26869081345140283
Hay'at Tahrir al-Sham,incidents hay,0.2685618246059541
Hay'at Tahrir al-Sham,investigator,0.2663475906380197
Hezbollah,hezbollah,2.785999642886651
Hezbollah,hizballah,2.7322485671741665
Hezbollah,lebanon,2.286995947618607
Hezbollah,to hezbollah,1.236214318047483
Hezbollah,lebanon attack_type,1.0796850850943236
Hezbollah,country lebanon,1.0796850850943236
Hezbollah,lebanese,0.9489015796291925
Hezbollah,hezbollah claimed,0.873780888071768
Hezbollah,israel,0.8583660678042695
Hezbollah,hijackers,0.8543652700532848
Hezbollah,hizballah fired,0.8191736375272856
Hezbollah,israeli,0.7279165074069696
Hezbollah,southern lebanon,0.7087642791151376
Hezbollah,bahrain,0.6835735348384308
Hezbollah,the hijackers,0.670680188534557
Hezbollah,hezbollah is,0.6653457673797685
Hezbollah,of hezbollah,0.6234669388354765
Hezbollah,northern israel,0.6163105424248524
Hezbollah,by hizballah,0.6157547689597417
Hezbollah,south lebanon,0.6046959393992041
Hezbollah,quasyr region,0.5969520105570802
Hezbollah,the quasyr,0.5969520105570802
Hezbollah,quasyr,0.5969520105570802
Hezbollah,2006 07,0.5882231395827819
Hezbollah,northern,0.5836448837354352
Hezbollah,day hezbollah,0.5772203628228411
Hezbollah,1998,0.5683624897329879
Hezbollah,the lebanese,0.5645806490756
Hezbollah,of kiryat,0.5449585842742388
Hezbollah,kiryat,0.5412874058367939
Hizbul Mujahideen (HM),hm,2.6760952147289028
Hizbul Mujahideen (HM),mujahideen,2.3136819754186027
Hizbul Mujahideen (HM),hizbul,2.1202253307377714
Hizbul Mujahideen (HM),hizbul mujahideen,1.7334783211382159
Hizbul Mujahideen (HM),hizb ul,1.6182970700024388
Hizbul Mujahideen (HM),ul,1.6102321882724966
Hizbul Mujahideen (HM),hizb,1.5799827171711525
Hizbul Mujahideen (HM),mujahideen hm,1.4490412942702688
Hizbul Mujahideen (HM),hm claimed,1.4124685892714237
Hizbul Mujahideen (HM),kashmir,1.2295872508725239
Hizbul Mujahideen (HM),mujahidin,1.0614208416326816
Hizbul Mujahideen (HM),ul mujahidin,0.9629886708880125
Hizbul Mujahideen (HM),mujahidin hm,0.9231586126247874
Hizbul Mujahideen (HM),ul mujahideen,0.8048996623322869
Hizbul Mujahideen (HM),jammu,0.7006611294555029
Hizbul Mujahideen (HM),to hizbul,0.6704828301948018
Hizbul Mujahideen (HM),the hizb,0.6633819683198549
Hizbul Mujahideen (HM),jammu and,0.6555552954328892
Hizbul Mujahideen (HM),and kashmir,0.6555552954328892
Hizbul Mujahideen (HM),the hizbul,0.6236712987040699
Hizbul Mujahideen (HM),hm and,0.5944545715048559
Hizbul Mujahideen (HM),mujahedeen,0.5877657405935945
Hizbul Mujahideen (HM),kishtwar,0.5757774735133259
Hizbul Mujahideen (HM),and lashkar,0.521478935408071
Hizbul Mujahideen (HM),date hizbul,0.4857277815534802
Hizbul Mujahideen (HM),indian,0.4764803762250458
Hizbul Mujahideen (HM),assault hizbul,0.4595000378498668
Hizbul Mujahideen (HM),in srinagar,0.45067311771720797
Hizbul Mujahideen (HM),village jammu,0.44992614183290647
Hizbul Mujahideen (HM),stadium,0.44077461141295626
Houthi extremists (Ansar Allah),to huthis,2.911381478711255
Houthi extremists (Ansar Allah),huthis,2.589200813485245
Houthi extremists (Ansar Allah),yemen,2.5186410862019133
Houthi extremists (Ansar Allah),houthi,2.3159369212171703
Houthi extremists (Ansar Allah),houthi extremists,2.13984813809448
Houthi extremists (Ansar Allah),extremists,1.9853398778574995
Houthi extremists (Ansar Allah),to houthi,1.6423925621941415
Houthi extremists (Ansar Allah),huthi extremists,1.4101456766485223
Houthi extremists (Ansar Allah),country yemen,1.3029845475950577
Houthi extremists (Ansar Allah),yemen attack_type,1.3029845475950577
Houthi extremists (Ansar Allah),huthi,1.1357503503130826
Houthi extremists (Ansar Allah),extremists ansar,1.040682423993707
Houthi extremists (Ansar Allah),ansar allah,1.0403329574665585
Houthi extremists (Ansar Allah),allah,1.0345614173831463
Houthi extremists (Ansar Allah),saudi,1.0307378840097867
Houthi extremists (Ansar Allah),to huthi,0.9884071153844013
Houthi extremists (Ansar Allah),huthis claimed,0.8231002111379654
Houthi extremists (Ansar Allah),ansar,0.7904609760221682
Houthi extremists (Ansar Allah),taizz,0.7724577156258631
Houthi extremists (Ansar Allah),saudi arabia,0.7155211735992282
Houthi extremists (Ansar Allah),arabia,0.7139910658517046
Houthi extremists (Ansar Allah),hudaydah,0.677600972612971
Houthi extremists (Ansar Allah),amran,0.6766265842351463
Houthi extremists (Ansar Allah),yemen this,0.6255157225328399
Houthi extremists (Ansar Allah),sanaa,0.6206884362099272
Houthi extremists (Ansar Allah),yemen the,0.6151924832495266
Houthi extremists (Ansar Allah),extremists claimed,0.5227058883955455
Houthi extremists (Ansar Allah),saada,0.5131488354029281
Houthi extremists (Ansar Allah),islah,0.5000621144858244
Houthi extremists (Ansar Allah),the huthis,0.46927184842656805
Islamic State of Iraq (ISI),iraq,1.966508175866572
Islamic State of Iraq (ISI),iraq isi,1.9616634580848251
Islamic State of Iraq (ISI),isi,1.8766042977236168
Islamic State of Iraq (ISI),of iraq,1.4292342264426896
Islamic State of Iraq (ISI),islamic state,1.4100005986610777
Islamic State of Iraq (ISI),state of,1.4051469575129465
Islamic State of Iraq (ISI),the islamic,1.277357524680655
Islamic State of Iraq (ISI),iraq claimed,1.2009195071198502
Islamic State of Iraq (ISI),state,1.1460930479600187
Islamic State of Iraq (ISI),islamic,1.1334091920349534
Islamic State of Iraq (ISI),seventh,1.08563681920754
Islamic State of Iraq (ISI),2007,1.0509761402259807
Islamic State of Iraq (ISI),isi was,0.8833874855253295
Islamic State of Iraq (ISI),of,0.8210337909000488
Islamic State of Iraq (ISI),iraq suicide,0.8085851977422905
Islamic State of Iraq (ISI),iraq was,0.7612666245084341
Islamic State of Iraq (ISI),sunni,0.7159625766782727
Islamic State of Iraq (ISI),isi claimed,0.699103625821434
Islamic State of Iraq (ISI),iraq armed,0.6905139591947206
Islamic State of Iraq (ISI),iraq assailants,0.6702933074306542
Islamic State of Iraq (ISI),improvised explosive,0.6457176689860539
Islamic State of Iraq (ISI),2010,0.6403985567620234
Islamic State of Iraq (ISI),improvised,0.631273378797389
Islamic State of Iraq (ISI),2009,0.5991843556757929
Islamic State of Iraq (ISI),of mourners,0.5823312396849234
Islamic State of Iraq (ISI),neighborhood,0.5737405293160306
Islamic State of Iraq (ISI),ninawa iraq,0.5710543615260057
Islamic State of Iraq (ISI),iraq has,0.5494313817856896
Islamic State of Iraq (ISI),was no,0.5435929774458567
Islamic State of Iraq (ISI),district of,0.5374253363926914
Islamic State of Iraq and the Levant (ISIL),levant,2.2702731361214608
Islamic State of Iraq and the Levant (ISIL),the levant,2.2363475198833167
Islamic State of Iraq and the Levant (ISIL),iraq,2.2097515663022023
Islamic State of Iraq and the Levant (ISIL),iraq and,2.1128475951254146
Islamic State of Iraq and the Levant (ISIL),levant isil,2.105894177148837
Islamic State of Iraq and the Levant (ISIL),isil,2.103619830090574
Islamic State of Iraq and the Levant (ISIL),isil claimed,2.0968178477582824
Islamic State of Iraq and the Levant (ISIL),state of,1.5585063526615954
Islamic State of Iraq and the Levant (ISIL),of iraq,1.4797504639640704
Islamic State of Iraq and the Levant (ISIL),and the,1.4128229737408788
Islamic State of Iraq and the Levant (ISIL),islamic state,1.192656090460977
Islamic State of Iraq and the Levant (ISIL),islamic,1.0448833644884143
Islamic State of Iraq and the Levant (ISIL),state,0.899209090890607
Islamic State of Iraq and the Levant (ISIL),the islamic,0.7832132118881581
Islamic State of Iraq and the Levant (ISIL),syria,0.7361889638885
Islamic State of Iraq and the Levant (ISIL),country iraq,0.6611434802790512
Islamic State of Iraq and the Levant (ISIL),iraq attack_type,0.6611434802790512
Islamic State of Iraq and the Levant (ISIL),and,0.647935840875212
Islamic State of Iraq and the Levant (ISIL),to islamic,0.5775271457477376
Islamic State of Iraq and the Levant (ISIL),iraq this,0.5271839618231484
Islamic State of Iraq and the Levant (ISIL),region middle,0.5101704858659472
Islamic State of Iraq and the Levant (ISIL),east north,0.5101704858659472
Islamic State of Iraq and the Levant (ISIL),north africa,0.5101526069948478
Islamic State of Iraq and the Levant (ISIL),middle east,0.5101526069948478
Islamic State of Iraq and the Levant (ISIL),middle,0.5069567524524973
Islamic State of Iraq and the Levant (ISIL),east,0.4889550130588214
Islamic State of Iraq and the Levant (ISIL),2014,0.456385815617391
Islamic State of Iraq and the Levant (ISIL),of,0.4361586964945598
Islamic State of Iraq and the Levant (ISIL),2015,0.43156347269396367
Islamic State of Iraq and the Levant (ISIL),country syria,0.4272923944072253
Jaish-e-Mohammad (JeM),jaish,3.3695529731790037
Jaish-e-Mohammad (JeM),jaish mohammad,2.574840039074847
Jaish-e-Mohammad (JeM),jem,1.6915990407579276
Jaish-e-Mohammad (JeM),mohammad jem,1.4803661598485522
Jaish-e-Mohammad (JeM),mohammad,1.3785094817271124
Jaish-e-Mohammad (JeM),jem claimed,1.1249241726631398
Jaish-e-Mohammad (JeM),muhammad,0.9493038424412586
Jaish-e-Mohammad (JeM),jem and,0.7735399437819471
Jaish-e-Mohammad (JeM),afzal,0.7198274862033194
Jaish-e-Mohammad (JeM),mohammed,0.7110148759023218
Jaish-e-Mohammad (JeM),attack jaish,0.6163499151811136
Jaish-e-Mohammad (JeM),jaysh,0.6145271967781502
Jaish-e-Mohammad (JeM),of jaish,0.5824543481128457
Jaish-e-Mohammad (JeM),guru,0.547712335576967
Jaish-e-Mohammad (JeM),afzal guru,0.547712335576967
Jaish-e-Mohammad (JeM),of muhammad,0.5435371169732279
Jaish-e-Mohammad (JeM),srinagar,0.5198058150701074
Jaish-e-Mohammad (JeM),the indian,0.4943787423142929
Jaish-e-Mohammad (JeM),to jaish,0.49395221183620347
Jaish-e-Mohammad (JeM),by militants,0.4455435725853082
Jaish-e-Mohammad (JeM),india,0.43433217803040947
Jaish-e-Mohammad (JeM),attackers,0.43303476179120404
Jaish-e-Mohammad (JeM),sepoy,0.4194230164489581
Jaish-e-Mohammad (JeM),mohammad claimed,0.41208893265837737
Jaish-e-Mohammad (JeM),pakistan based,0.4086930464573238
Jaish-e-Mohammad (JeM),six assailants,0.3935047605989938
Jaish-e-Mohammad (JeM),srinagar india,0.38887627254484963
Jaish-e-Mohammad (JeM),army of,0.37973212234416776
Jaish-e-Mohammad (JeM),kashmir india,0.3788385449560914
Jaish-e-Mohammad (JeM),blast jaish,0.3762423393353236
Jamaat Nusrat al-Islam wal Muslimin (JNIM),jnim,1.2774082833086455
Jamaat Nusrat al-Islam wal Muslimin (JNIM),muslimin jnim,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),nusrat,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),wal muslimin,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),jamaat nusrat,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),islam wal,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),nusrat al,1.226169785590652
Jamaat Nusrat al-Islam wal Muslimin (JNIM),muslimin,1.2232761225279605
Jamaat Nusrat al-Islam wal Muslimin (JNIM),al islam,1.1770229085070336
Jamaat Nusrat al-Islam wal Muslimin (JNIM),wal,1.1480166147320383
Jamaat Nusrat al-Islam wal Muslimin (JNIM),jamaat,1.0983242120899894
Jamaat Nusrat al-Islam wal Muslimin (JNIM),jnim claimed,0.8952023674427243
Jamaat Nusrat al-Islam wal Muslimin (JNIM),islam,0.8863959221608854
Jamaat Nusrat al-Islam wal Muslimin (JNIM),mali,0.5077817472696962
Jamaat Nusrat al-Islam wal Muslimin (JNIM),to jamaat,0.33487304019258834
Jamaat Nusrat al-Islam wal Muslimin (JNIM),malian,0.29568694653481525
Jamaat Nusrat al-Islam wal Muslimin (JNIM),cisse,0.2941725114319465
Jamaat Nusrat al-Islam wal Muslimin (JNIM),faso,0.27772228812897015
Jamaat Nusrat al-Islam wal Muslimin (JNIM),burkina faso,0.27772228812897015
Jamaat Nusrat al-Islam wal Muslimin (JNIM),burkina,0.27772228812897015
Jamaat Nusrat al-Islam wal Muslimin (JNIM),jnim and,0.2621426990279654
Jamaat Nusrat al-Islam wal Muslimin (JNIM),cja,0.25679637318756887
Jamaat Nusrat al-Islam wal Muslimin (JNIM),and vigilantes,0.2530655370118678
Jamaat Nusrat al-Islam wal Muslimin (JNIM),al,0.23823737890408772
Jamaat Nusrat al-Islam wal Muslimin (JNIM),in logobou,0.2362273531466913
Jamaat Nusrat al-Islam wal Muslimin (JNIM),logobou,0.2362273531466913
Jamaat Nusrat al-Islam wal Muslimin (JNIM),vigilantes,0.2295979278951792
Jamaat Nusrat al-Islam wal Muslimin (JNIM),timbuktu mali,0.22552473047251956
Jamaat Nusrat al-Islam wal Muslimin (JNIM),in ouagadougou,0.21622800484876475
Jamaat Nusrat al-Islam wal Muslimin (JNIM),of jamaat,0.21556046622229427
Janjaweed,janjaweed,2.914625104386063
Janjaweed,the janjaweed,2.5731795604839425
Janjaweed,sudan,1.3642712641185395
Janjaweed,darfur,1.1432914319514587
Janjaweed,state sudan,1.0989568544937844
Janjaweed,country sudan,1.029072416563819
Janjaweed,darfur state,0.8708039621167412
Janjaweed,sudan attack_type,0.783221482201581
Janjaweed,north darfur,0.5664309864959747
Janjaweed,to janjaweed,0.5148890162954656
Janjaweed,to the,0.4743788616991576
Janjaweed,central darfur,0.4573852624867823
Janjaweed,jebel,0.4401038184886234
Janjaweed,gereida,0.4347789366334084
Janjaweed,in gereida,0.4347789366334084
Janjaweed,darfur sudan,0.3801569890527907
Janjaweed,may 2015,0.3647541837500697
Janjaweed,marra,0.3438724839423482
Janjaweed,jebel marra,0.3438724839423482
Janjaweed,stole,0.3219746182414294
Janjaweed,east jebel,0.3101839544505314
Janjaweed,seven villages,0.30518781051383687
Janjaweed,2004,0.26448443839701524
Janjaweed,2014,0.26212298155883873
Janjaweed,villages,0.25931318615934307
Janjaweed,16 2004,0.250909882938758
Janjaweed,sheep,0.2439193569193178
Janjaweed,in east,0.24273793546637207
Janjaweed,injured and,0.24222397131326617
Janjaweed,militia,0.2388344817975025
Jihadi-inspired extremists,inspired,2.20044145204565
Jihadi-inspired extremists,jihadi,1.6580053394362233
Jihadi-inspired extremists,jihadi inspired,1.4995443371397836
Jihadi-inspired extremists,inspired extremists,1.2273734823165297
Jihadi-inspired extremists,pledged,1.1590163153531157
Jihadi-inspired extremists,pledged allegiance,1.1590163153531157
Jihadi-inspired extremists,germany,1.0765385936387286
Jihadi-inspired extremists,allegiance,1.0206481433624617
Jihadi-inspired extremists,allegiance to,1.0206481433624617
Jihadi-inspired extremists,individual,0.986033804298215
Jihadi-inspired extremists,to jihadi,0.9719336732566606
Jihadi-inspired extremists,australia,0.9600331646450414
Jihadi-inspired extremists,south africa,0.9495192553436519
Jihadi-inspired extremists,assailant,0.8930257916499311
Jihadi-inspired extremists,henry,0.8663863534603081
Jihadi-inspired extremists,victoria,0.84677557097192
Jihadi-inspired extremists,and,0.8377400183617746
Jihadi-inspired extremists,knife,0.8072542912825894
Jihadi-inspired extremists,identified as,0.8055598917574616
Jihadi-inspired extremists,france,0.7568466554378097
Jihadi-inspired extremists,region western,0.737292480040333
Jihadi-inspired extremists,western europe,0.737292480040333
Jihadi-inspired extremists,bishop,0.7319470408390603
Jihadi-inspired extremists,an assailant,0.7183040160940145
Jihadi-inspired extremists,the assailant,0.7178380173204648
Jihadi-inspired extremists,of iraq,0.7153607689313631
Jihadi-inspired extremists,individual identified,0.6982070403987712
Jihadi-inspired extremists,isil,0.6976795263651547
Jihadi-inspired extremists,sweden,0.690482407005423
Jihadi-inspired extremists,imam ali,0.6837931466177717
Khorasan Chapter of the Islamic State,state claimed,2.480530072656074
Khorasan Chapter of the Islamic State,khorasan chapter,2.366047782546289
Khorasan Chapter of the Islamic State,chapter of,2.3582097408987783
Khorasan Chapter of the Islamic State,khorasan,2.3495483712168705
Khorasan Chapter of the Islamic State,chapter,2.3180826653120667
Khorasan Chapter of the Islamic State,the khorasan,2.2820544337005355
Khorasan Chapter of the Islamic State,the islamic,1.0666518799578697
Khorasan Chapter of the Islamic State,islamic state,1.0444200196592928
Khorasan Chapter of the Islamic State,islamic,0.9531941123739949
Khorasan Chapter of the Islamic State,nangarhar,0.9189935352580831
Khorasan Chapter of the Islamic State,state,0.860851756682025
Khorasan Chapter of the Islamic State,of the,0.8521481728677611
Khorasan Chapter of the Islamic State,state and,0.7075413461858758
Khorasan Chapter of the Islamic State,nangarhar afghanistan,0.628127109925544
Khorasan Chapter of the Islamic State,afghanistan,0.4819124775059373
Khorasan Chapter of the Islamic State,network,0.47700827812863206
Khorasan Chapter of the Islamic State,the haqqani,0.4493979167010434
Khorasan Chapter of the Islamic State,haqqani network,0.44738299122919967
Khorasan Chapter of the Islamic State,khan,0.4029183362406585
Khorasan Chapter of the Islamic State,in peshawar,0.39217632426920496
Khorasan Chapter of the Islamic State,assisting,0.38522626479827954
Khorasan Chapter of the Islamic State,kabul afghanistan,0.3800478782258913
Khorasan Chapter of the Islamic State,of previous,0.37758562354625874
Khorasan Chapter of the Islamic State,in jalalabad,0.37587332676425866
Khorasan Chapter of the Islamic State,affairs director,0.3714864943201431
Khorasan Chapter of the Islamic State,2018,0.37099026873886565
Khorasan Chapter of the Islamic State,qari,0.3705865630081872
Khorasan Chapter of the Islamic State,agra,0.36615366650038306
Khorasan Chapter of the Islamic State,ttp separately,0.363977459897549
Khorasan Chapter of the Islamic State,2018 06,0.3535425727807272
Kurdistan Workers' Party (PKK),pkk,2.5084231173193023
Kurdistan Workers' Party (PKK),kurdistan,2.300085354640278
Kurdistan Workers' Party (PKK),party pkk,2.1157527798741858
Kurdistan Workers' Party (PKK),turkey,2.05998969255889
Kurdistan Workers' Party (PKK),workers party,2.0542192728855193
Kurdistan Workers' Party (PKK),kurdistan workers,1.8981360188397887
Kurdistan Workers' Party (PKK),the kurdistan,1.808014021682174
Kurdistan Workers' Party (PKK),party,1.3767960727681983
Kurdistan Workers' Party (PKK),workers,1.3145755472858154
Kurdistan Workers' Party (PKK),turkey attack_type,1.1061275128234194
Kurdistan Workers' Party (PKK),country turkey,1.1061275128234194
Kurdistan Workers' Party (PKK),hpg,0.6896213990621319
Kurdistan Workers' Party (PKK),kurdish,0.6126971302081813
Kurdistan Workers' Party (PKK),turkish,0.6069867707903304
Kurdistan Workers' Party (PKK),the people,0.590212902801123
Kurdistan Workers' Party (PKK),argk,0.4761237190677722
Kurdistan Workers' Party (PKK),kurdistan argk,0.4730513901784983
Kurdistan Workers' Party (PKK),forces hpg,0.43411448273312936
Kurdistan Workers' Party (PKK),hakkari,0.4178953939308784
Kurdistan Workers' Party (PKK),of kurdistan,0.40148123222100995
Kurdistan Workers' Party (PKK),people defense,0.3688455834289133
Kurdistan Workers' Party (PKK),worker party,0.3622192569055758
Kurdistan Workers' Party (PKK),austria,0.35785789724550976
Kurdistan Workers' Party (PKK),the kurdish,0.3524036970461642
Kurdistan Workers' Party (PKK),sirnak,0.3420618687976528
Kurdistan Workers' Party (PKK),kurdistan worker,0.3397312662335944
Kurdistan Workers' Party (PKK),the turkish,0.3393997542724138
Kurdistan Workers' Party (PKK),worker,0.3384075072258177
Kurdistan Workers' Party (PKK),pkk claimed,0.32259177581059256
Kurdistan Workers' Party (PKK),east north,0.3125602423615376
Lashkar-e-Islam (Pakistan),lashkar islam,3.151554985904863
Lashkar-e-Islam (Pakistan),islam,2.5040436574379172
Lashkar-e-Islam (Pakistan),islam pakistan,2.273628991975335
Lashkar-e-Islam (Pakistan),lashkar,1.91836648607207
Lashkar-e-Islam (Pakistan),lei,1.688526450214232
Lashkar-e-Islam (Pakistan),lashkar islami,1.2338771579416488
Lashkar-e-Islam (Pakistan),bara,1.211565113666656
Lashkar-e-Islam (Pakistan),pakistan,1.0132769584412964
Lashkar-e-Islam (Pakistan),khyber,0.9687867680494625
Lashkar-e-Islam (Pakistan),islami,0.9285803699137423
Lashkar-e-Islam (Pakistan),islam lei,0.731097096156772
Lashkar-e-Islam (Pakistan),islami lei,0.7158114218849032
Lashkar-e-Islam (Pakistan),to lashkar,0.7036939106391622
Lashkar-e-Islam (Pakistan),lei was,0.6660713126989742
Lashkar-e-Islam (Pakistan),pakistan claimed,0.6645484892965696
Lashkar-e-Islam (Pakistan),sarband,0.6538713481508798
